text.started,text.stopped,text_3.started,text_3.stopped,FixDur,text_2.started,text_2.stopped,text_4.started,text_4.stopped,s.started,s.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.224100828170776,None,7.223954916000366,None,2.754944377180334,52.32362103462219,None,13.50541090965271,None,19.65815281867981,None,24.984197854995728,None,30.331111907958984,None,36.56740403175354,None,42.914567947387695,None,49.32366991043091,None,,,,,,,
