text.started,text.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.557009935379028,None,14.556922912597656,None,14.856968879699707,None,20.55777597427368,None,,,,,,,
