text.started,text.stopped,text_3.started,text_3.stopped,FixDur,text_2.started,text_2.stopped,text_4.started,text_4.stopped,s.started,s.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,text_10.started,text_10.stopped,text_11.started,text_11.stopped,text_12.started,text_12.stopped,text_13.started,text_13.stopped,text_15.started,text_15.stopped,text_16.started,text_16.stopped,text_17.started,text_17.stopped,text_18.started,text_18.stopped,text_19.started,text_19.stopped,text_20.started,text_20.stopped,text_21.started,text_21.stopped,text_22.started,text_22.stopped,text_23.started,text_23.stopped,text_24.started,text_24.stopped,text_25.started,text_25.stopped,text_26.started,text_26.stopped,text_27.started,text_27.stopped,text_28.started,text_28.stopped,text_29.started,text_29.stopped,text_30.started,text_30.stopped,text_31.started,text_31.stopped,text_32.started,text_32.stopped,text_33.started,text_33.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,text_36.started,text_36.stopped,text_37.started,text_37.stopped,text_38.started,text_38.stopped,text_39.started,text_39.stopped,text_40.started,text_40.stopped,text_41.started,text_41.stopped,text_42.started,text_42.stopped,text_43.started,text_43.stopped,text_44.started,text_44.stopped,text_45.started,text_45.stopped,text_46.started,text_46.stopped,text_47.started,text_47.stopped,text_48.started,text_48.stopped,text_49.started,text_49.stopped,text_50.started,text_50.stopped,text_51.started,text_51.stopped,text_52.started,text_52.stopped,text_53.started,text_53.stopped,text_54.started,text_54.stopped,text_55.started,text_55.stopped,text_56.started,text_56.stopped,text_57.started,text_57.stopped,text_58.started,text_58.stopped,text_59.started,text_59.stopped,text_60.started,text_60.stopped,text_61.started,text_61.stopped,text_62.started,text_62.stopped,text_63.started,text_63.stopped,text_64.started,text_64.stopped,text_65.started,text_65.stopped,text_66.started,text_66.stopped,text_67.started,text_67.stopped,text_68.started,text_68.stopped,text_69.started,text_69.stopped,text_70.started,text_70.stopped,text_71.started,text_71.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.068966865539551,None,6.069377899169922,None,3.1397740599281265,416.4193768501282,None,12.18312382698059,None,19.193740844726562,None,25.85250687599182,None,33.15293502807617,None,39.975646018981934,None,45.8378849029541,None,51.615511894226074,None,58.84053301811218,None,64.97371888160706,None,70.43129682540894,None,75.99565196037292,None,83.22511291503906,None,88.3221709728241,None,93.92203879356384,None,101.13994097709656,None,107.13648581504822,None,112.72701787948608,None,119.18527793884277,None,125.72655081748962,None,132.64972496032715,None,140.18251395225525,None,147.43734288215637,None,154.0749728679657,None,160.05581784248352,None,165.4708218574524,None,170.61150598526,None,178.01048684120178,None,181.0134608745575,None,184.01351690292358,None,189.56445789337158,None,196.4851508140564,None,203.3468987941742,None,209.40765285491943,None,215.00681281089783,None,221.0812258720398,None,228.2228889465332,None,235.3515429496765,None,242.56339383125305,None,247.8337869644165,None,253.16707801818848,None,258.73476696014404,None,261.7404668331146,None,267.9195740222931,None,274.6995778083801,None,279.88636779785156,None,286.30318093299866,None,291.7460069656372,None,296.7702248096466,None,302.9279639720917,None,308.462837934494,None,314.175420999527,None,320.0151309967041,None,326.26679396629333,None,331.4790828227997,None,338.55430698394775,None,343.7063248157501,None,350.8834810256958,None,357.71548891067505,None,364.6729018688202,None,370.9187169075012,None,377.75981283187866,None,384.9021418094635,None,391.15507888793945,None,397.27886486053467,None,402.6407389640808,None,407.74317479133606,None,413.41138792037964,None,419.55624079704285,None,,,,,,,
