text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.063875913619995,None,7.063875913619995,None,7.063875913619995,None,8.247277975082397,None,8.247277975082397,None,8.247277975082397,None,,,,,,,
