text.started,text.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,s.started,s.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,text_10.started,text_10.stopped,text_11.started,text_11.stopped,text_12.started,text_12.stopped,text_13.started,text_13.stopped,text_15.started,text_15.stopped,text_16.started,text_16.stopped,text_17.started,text_17.stopped,text_18.started,text_18.stopped,text_19.started,text_19.stopped,text_20.started,text_20.stopped,text_21.started,text_21.stopped,text_22.started,text_22.stopped,text_23.started,text_23.stopped,text_24.started,text_24.stopped,text_25.started,text_25.stopped,text_26.started,text_26.stopped,text_27.started,text_27.stopped,text_28.started,text_28.stopped,text_29.started,text_29.stopped,text_30.started,text_30.stopped,text_31.started,text_31.stopped,text_32.started,text_32.stopped,text_33.started,text_33.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,text_36.started,text_36.stopped,text_37.started,text_37.stopped,text_38.started,text_38.stopped,text_39.started,text_39.stopped,text_40.started,text_40.stopped,text_41.started,text_41.stopped,text_42.started,text_42.stopped,text_43.started,text_43.stopped,text_44.started,text_44.stopped,text_45.started,text_45.stopped,text_46.started,text_46.stopped,text_47.started,text_47.stopped,text_48.started,text_48.stopped,text_49.started,text_49.stopped,text_50.started,text_50.stopped,text_51.started,text_51.stopped,text_52.started,text_52.stopped,text_53.started,text_53.stopped,text_54.started,text_54.stopped,text_55.started,text_55.stopped,text_56.started,text_56.stopped,text_57.started,text_57.stopped,text_58.started,text_58.stopped,text_59.started,text_59.stopped,text_60.started,text_60.stopped,text_61.started,text_61.stopped,text_62.started,text_62.stopped,text_63.started,text_63.stopped,text_64.started,text_64.stopped,text_65.started,text_65.stopped,text_66.started,text_66.stopped,text_67.started,text_67.stopped,text_68.started,text_68.stopped,text_69.started,text_69.stopped,text_70.started,text_70.stopped,text_71.started,text_71.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.317115783691406,None,7.322181940078735,None,338.92238783836365,None,12.311897993087769,None,17.30530095100403,None,22.30478000640869,None,27.2978618144989,None,32.28977584838867,None,37.28372883796692,None,42.2766969203949,None,47.269152879714966,None,52.26254081726074,None,57.25545001029968,None,62.24858093261719,None,67.24144983291626,None,72.23448300361633,None,77.22768688201904,None,82.22021484375,None,87.2135968208313,None,92.20675778388977,None,97.19958686828613,None,102.19282484054565,None,107.19272685050964,None,112.19245600700378,None,117.18497586250305,None,122.17849588394165,None,127.17123889923096,None,132.16480088233948,None,137.16432285308838,None,142.15709900856018,None,145.15692687034607,None,148.157301902771,None,153.1568319797516,None,158.14969897270203,None,163.14281296730042,None,168.1359097957611,None,173.12863683700562,None,178.12175297737122,None,183.11440181732178,None,188.10755395889282,None,193.10039401054382,None,198.09384083747864,None,203.0931589603424,None,208.08648586273193,None,211.0863859653473,None,216.07924795150757,None,221.07196187973022,None,226.0648398399353,None,231.05813598632812,None,236.0510869026184,None,241.04395985603333,None,246.03688883781433,None,251.02975988388062,None,256.0228588581085,None,261.02250385284424,None,266.0153880119324,None,271.00790095329285,None,276.00117683410645,None,280.99376583099365,None,285.98670291900635,None,290.9796018600464,None,295.97239899635315,None,300.9648230075836,None,305.95818281173706,None,310.95125794410706,None,315.94409680366516,None,320.9368829727173,None,325.93002581596375,None,330.9295539855957,None,335.92253589630127,None,340.91551184654236,None,,,,,,,
