text_14.started,text_14.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_13.started,text_13.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,text_10.started,text_10.stopped,text_11.started,text_11.stopped,text_12.started,text_12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.384505987167358,None,7.384322166442871,None,7.384322166442871,None,7.384322166442871,None,26.58530902862549,None,13.384623050689697,None,13.384623050689697,None,13.384623050689697,None,19.38495111465454,None,19.38495111465454,None,19.38495111465454,None,25.385255098342896,None,25.385255098342896,None,25.385255098342896,None,,,,,,,
