text_14.started,text_14.stopped,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_13.started,text_13.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_8.started,text_8.stopped,text_9.started,text_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.8924880027771,None,5.892267942428589,None,5.892267942428589,None,5.892267942428589,None,13.092596054077148,None,11.892544031143188,None,11.892544031143188,None,11.892544031143188,None,17.892854928970337,None,17.892854928970337,None,17.892854928970337,None,,,,,,,
